s.no,Text in Punjab,Text in English,Is Correct,"Comment 
35,"ਚੰਡੀਗੜ੍ਹ ਦੇ ਪ੍ਰਸ਼ਾਸਕ ਬਨਵਾਰੀਲਾਲ ਪੁਰੋਹਿਤ ਨੇ ਤਿਰੰਗਾ ਲਹਿਰਾਇਆ। ਇਸ ਦੌਰਾਨ ਉਨ੍ਹਾਂ ਸ਼ਹਿਰ ਵਾਸੀਆਂ ਨੂੰ ਚੰਡੀਗੜ੍ਹ ਨੂੰ ਹੋਰ ਹਰਿਆ ਭਰਿਆ, ਸਾਫ਼ ਸੁਥਰਾ ਅਤੇ ਸ਼ਾਂਤਮਈ ਸ਼ਹਿਰ ਬਣਾਉਣ ਦੀ ਅਪੀਲ ਕੀਤੀ।","Chandigarh Administrator Banwarilal Purohit hoisted the tricolor. Meanwhile, he appealed to the city residents to make Chandigarh a greener, cleaner and peaceful city.",FALSE,
36,"ਇਕ ਰਿਪੋਰਟ ਮੁਤਾਬਕ ਜੇ ਤੁਸੀਂ 300 ਮਿਲੀਗ੍ਰਾਮ ਫਲੇਵੋਨਾਈਡ ਦਾ ਸੇਵਨ ਕਰਦੇ ਹੋ ਤਾਂ ਸ਼ੂਗਰ ਦਾ ਖ਼ਤਰਾ 5 ਫੀਸਦੀ ਤੱਕ ਘੱਟ ਜਾਂਦਾ ਹੈ। ਬਾਇਓਫਲੇਵੋਨੋਇਡਸ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ, ਤੁਸੀਂ ਖੱਟੇ ਫਲ, ਸੇਬ, ਹਰੀ ਚਾਹ, ਬੇਰੀਆਂ, ਡਾਰਕ ਚਾਕਲੇਟ, ਬਰੋਕਲੀ, ਹਰੀਆਂ ਪੱਤੇਦਾਰ ਸਬਜ਼ੀਆਂ ਅਤੇ ਰੈੱਡ ਵਾਈਨ ਦਾ ਸੇਵਨ ਕਰ ਸਕਦੇ ਹੋ। ਇਸ ਤੋਂ ਇਲਾਵਾ ਤੁਸੀਂ ਲਾਲ, ਨੀਲੇ ਅਤੇ ਜਾਮਨੀ ਰੰਗ ਦੇ ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ ਖਾ ਸਕਦੇ ਹੋ।","According to a report, if you consume 300 mg of flavonoids, the risk of diabetes decreases by 5 percent. To get bioflavonoids, you can consume citrus fruits, apples, green tea, berries, dark chocolate, broccoli, green leafy vegetables and red wine. Apart from this you can eat red, blue and purple colored fruits and vegetables.",FALSE,
37,ਹਾਈ ਬਲੱਡ ਪ੍ਰੈਸ਼ਰ ਭਾਵ ਹਾਈਪਰਟੈਨਸ਼ਨ ਕਾਰਨ ਹਾਰਟ ਅਟੈਕ ਅਤੇ ਸਟ੍ਰੋਕ ਵਰਗੀਆਂ ਸਮੱਸਿਆਵਾਂ ਹੋ ਜਾਂਦੀਆਂ ਹਨ। ਆਮ ਬੀਪੀ 120/80 mmHg ਹੈ। ਜੇਕਰ ਇਸ ਤੋਂ ਜ਼ਿਆਦਾ ਵਧ ਜਾਵੇ ਤਾਂ ਇਸ ਨੂੰ ਹਾਈ ਬੀਪੀ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ। ਇਸ ਕਾਰਨ ਕਈ ਖਤਰਨਾਕ ਸਮੱਸਿਆਵਾਂ ਪੈਦਾ ਹੋ ਸਕਦੀਆਂ ਹਨ। ਬਹੁਤ ਘੱਟ ਲੋਕ ਜਾਣਦੇ ਹਨ ਕਿ ਹਰੀ ਇਲਾਇਚੀ  ਬਲੱਡ ਪ੍ਰੈਸ਼ਰ ਨੂੰ ਕੰਟਰੋਲ ਕਰਨ ਲਈ ਇੱਕ ਸ਼ਾਨਦਾਰ ਦਵਾਈ ਹੋ ਸਕਦੀ ਹੈ।,"High blood pressure i.e. hypertension causes problems like heart attack and stroke. Normal BP is 120/80 mmHg. If it increases more than this, it is considered as high BP. This can lead to many dangerous problems. Few people know that green cardamom can be an excellent medicine to control blood pressure.",FALSE,
38,ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨਰਿੰਦਰ ਮੋਦੀ ਨੇ 77ਵੇਂ ਸੁਤੰਤਰਤਾ ਦਿਵਸ 'ਤੇ ਲਾਲ ਕਿਲ੍ਹੇ ਤੋਂ ਆਪਣੇ ਸੰਬੋਧਨ ਵਿੱਚ ਮਣੀਪੁਰ ਦਾ ਜ਼ਿਕਰ ਕੀਤਾ। ਸੰਬੋਧਨ ਦੀ ਸ਼ੁਰੂਆਤ 'ਚ ਪੀਐੱਮ ਮੋਦੀ ਨੇ ਲੋਕਾਂ ਨੂੰ ਸ਼ਾਂਤੀ ਦੀ ਅਪੀਲ ਕਰਦੇ ਹੋਏ ਕਿਹਾ ਕਿ ਪਿਛਲੇ ਕੁਝ ਦਿਨਾਂ ਤੋਂ ਸ਼ਾਂਤੀ ਦੀਆਂ ਖਬਰਾਂ ਆ ਰਹੀਆਂ ਹਨ। ਇਸ 'ਤੇ ਕਾਂਗਰਸ ਨੇ ਜਵਾਬੀ ਕਾਰਵਾਈ ਕੀਤੀ ਹੈ।,"Prime Minister Narendra Modi mentioned Manipur in his address from the Red Fort on the 77th Independence Day. At the beginning of the address, PM Modi appealed to the people for peace and said that news of peace has been coming for the last few days. Congress has retaliated on this.",FALSE,
39,"ਜਥੇਦਾਰ ਗਿਆਨੀ ਹਰਪ੍ਰੀਤ ਸਿੰਘ ਨੇ ਕਿਹਾ ਕਿ  ਅੱਜ ਦੇ ਦਿਨ, ਪੂਰੇ ਭਾਰਤ 'ਚ ਵਜਦੇ ਬਾਜੇ ਤੂਤੀਆਂ ਦੀਆਂ ਅਵਾਜਾਂ ਨਾਲੋਂ 10 ਲੱਖ ਪੰਜਾਬੀਆਂ ਦੇ ਹਾਉਂਕੇ ਦੀਆਂ ਅਵਾਜਾਂ ਕਿਤੇ ਜਿਆਦਾ ਉੱਚੀਆਂ ਸੁਣਦੀਆਂ ਹਨ।","
Jathedar Giani Harpreet Singh said that today, the cries of one million Punjabis are louder than the sounds of trumpets playing across India.
",FALSE,
40,"2300 ਅਸਾਮੀਆਂ 'ਤੇ ਮੰਗੀ ਅਰਜ਼ੀਆਂ, 10ਵੀਂ ਪਾਸ ਨੂੰ ਬਿਨਾਂ ਪ੍ਰੀਖਿਆ ਮਿਲੇਗੀ ਨੌਕਰੀ
","Applications called for 2300 posts, 10th pass will get job without exam",FALSE,
41,"10ਵੀਂ ਪਾਸ ਉਮੀਦਵਾਰ ਗ੍ਰਾਮੀਣ ਡਾਕ ਸੇਵਕ, ਬ੍ਰਾਂਚ ਪੋਸਟਮਾਸਟਰ / ਅਸਿਸਟੈਂਟ ਬ੍ਰਾਂਚ ਪੋਸਟਮਾਸਟਰ  / ਡਾਕ ਸੇਵਕ (ਡਾਕ ਸੇਵਕ) ਦੀ ਭਰਤੀ ਲਈ ਅਰਜ਼ੀ ਦੇ ਸਕਦੇ ਹਨ। ਇਨ੍ਹਾਂ ਸਾਰੀਆਂ ਅਸਾਮੀਆਂ 'ਤੇ ਨੌਕਰੀ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਉਮੀਦਵਾਰ ਨੂੰ ਕੰਪਿਊਟਰ ਦਾ ਮੁੱਢਲਾ ਗਿਆਨ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ, ਸਾਈਕਲ ਚਲਾਉਣਾ ਜਾਣਨਾ ਚਾਹੀਦਾ ਹੈ। ਇਸ ਦੇ ਨਾਲ, ਤੁਸੀਂ 10ਵੀਂ ਜਮਾਤ ਵਿੱਚ ਗਣਿਤ ਅਤੇ ਅੰਗਰੇਜ਼ੀ ਦੀ ਪੜ੍ਹਾਈ ਕੀਤੀ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ। ","10th pass candidates can apply for the recruitment of Gramin Dak Sevak, Branch Postmaster / Assistant Branch Postmaster / Dak Sevak (Dak Sevak). Candidates should have basic knowledge of computer, should know how to ride a bicycle to get job in all these posts. Also, you must have studied Mathematics and English in 10th standard.",FALSE,
42,"ਭਾਖੜਾ ਡੈਮ 'ਚ ਪਾਣੀ ਦਾ ਪੱਧਰ ਵਧਿਆ, ਪ੍ਰਸ਼ਾਸਨ ਵੱਲੋਂ ਸਤਲੁਜ ਦੇ ਕੰਢਿਆਂ ਤੋਂ ਦੂਰ ਰਹਿਣ ਦਾ ਅਲਰਟ ਜਾਰੀ","Water level increased in Bhakra Dam, administration issued alert to stay away from banks of Sutlej",FALSE,
43,"ਨਿੰਬੂ ਪਾਣੀ ਨੂੰ ਸ਼ਹਿਦ ਵਿੱਚ ਮਿਲਾ ਕੇ ਪੀਣਾ ਭਾਰ ਘਟਾਉਣ ਲਈ ਆਮ ਗੱਲ ਹੈ। ਹਾਲਾਂਕਿ, ਜੇਕਰ ਤੁਸੀਂ ਨਾਨ-ਆਰਗੈਨਿਕ ਸ਼ਹਿਦ ਦੀ ਵਰਤੋਂ ਕਰ ਰਹੇ ਹੋ ਤਾਂ ਇਸ ਵਿੱਚ ਉੱਚ ਕੈਲੋਰੀ ਅਤੇ ਗਲਾਈਸੈਮਿਕ ਇੰਡੈਕਸ ਸਮੱਗਰੀ ਹੋ ਸਕਦੀ ਹੈ, ਜੋ ਚਰਬੀ ਨੂੰ ਘਟਾਉਣ ਦੀ ਬਜਾਏ ਬਲੱਡ ਸ਼ੂਗਰ ਦੇ ਪੱਧਰ ਨੂੰ ਵਧਾ ਸਕਦੀ ਹੈ।","Drinking lemon water mixed with honey is common for weight loss. However, if you are using non-organic honey it may have high calorie and glycemic index content, which can increase blood sugar levels instead of reducing fat.",FALSE,
44,"ਖਾਲੀ ਪੇਟ ਮਿੱਠਾ ਨਾਸ਼ਤਾ ਕਰਨ ਤੋਂ ਬਚੋ। ਸਵੇਰੇ ਮਿੱਠੇ ਵਾਲੇ ਭੋਜਨਾਂ ਦਾ ਸੇਵਨ ਕਰਨ ਨਾਲ ਬਲੱਡ ਸ਼ੂਗਰ ਦੇ ਪੱਧਰ ਵਿੱਚ ਤੇਜ਼ੀ ਨਾਲ ਵਾਧਾ ਹੋ ਸਕਦਾ ਹੈ ਅਤੇ ਨਤੀਜੇ ਵਜੋਂ ਜਲਦੀ ਊਰਜਾ ਕਰੈਸ਼ ਹੋ ਸਕਦੀ ਹੈ। ਇਸ ਨਾਲ ਤੁਹਾਨੂੰ ਕੁਝ ਘੰਟਿਆਂ ਬਾਅਦ ਭੁੱਖ ਲੱਗ ਸਕਦੀ ਹੈ।

",Avoid having sweet breakfast on an empty stomach. Consuming sugary foods in the morning can cause a rapid rise in blood sugar levels and result in an early energy crash. This can make you feel hungry after a few hours.,FALSE,
45,"ਜਿਵੇਂ ਹੀ ਗਰਮੀਆਂ ਆਉਂਦੀਆਂ ਹਨ, ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਆਪਣੇ ਘਰਾਂ ਨੂੰ ਠੰਡਾ ਰੱਖਣ ਲਈ ਏਅਰ ਕੰਡੀਸ਼ਨਰਾਂ 'ਤੇ ਨਿਰਭਰ ਹੋ ਜਾਂਦੇ ਹਨ। ਜਿੱਥੇ ਏਸੀ ਤੇਜ਼ ਗਰਮੀ ਤੋਂ ਜਲਦੀ ਰਾਹਤ ਪ੍ਰਦਾਨ ਕਰਦੇ ਹਨ, ਉੱਥੇ ਹੀ ਮਾਹਰ ਇਹ ਸਲਾਹ ਦਿੰਦੇ ਹਨ ਕਿ ਰਾਤ ਨੂੰ ਸੌਣ ਵੇਲੇ ਏਸੀ ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ। ਰਾਤ ਭਰ AC ਚਲਾਉਣ ਦੇ ਕਈ ਨੁਕਸਾਨ ਹੁੰਦੇ ਹਨ। AC ਨੂੰ ਬੰਦ ਕਰਨਾ ਬਿਹਤਰ ਨੀਂਦ ਨੂੰ ਵਧਾ ਸਕਦਾ ਹੈ, ਦਰਦ ਨੂੰ ਘਟਾ ਸਕਦਾ ਹੈ, ਬਿਜਲੀ ਦੇ ਬਿੱਲ ਨੂੰ ਘਟਾ ਸਕਦਾ ਹੈ।","As summer approaches, many people rely on air conditioners to keep their homes cool. While ACs provide quick relief from intense heat, experts advise that ACs should not be used while sleeping at night. Running the AC overnight has several disadvantages. Turning off the AC can promote better sleep, reduce pain, lower electricity bills.",FALSE,
46,ਅਧਿਕਾਰਤ ਨੋਟ 'ਚ ਕਿਹਾ ਗਿਆ ਹੈ ਕਿ ਐਂਡ੍ਰਾਇਡ 'ਚ ਕਈ ਖਾਮੀਆਂ ਦੀ ਜਾਣਕਾਰੀ ਮਿਲੀ ਹੈ। ਹਮਲਾਵਰ ਸੰਵੇਦਨਸ਼ੀਲ ਜਾਣਕਾਰੀ ਇਕੱਠੀ ਕਰਨ ਅਤੇ ਨਿਸ਼ਾਨਾ ਸਿਸਟਮ ਨੂੰ ਕੰਟਰੋਲ ਕਰਨ ਲਈ ਇਹਨਾਂ ਖਾਮੀਆਂ ਦਾ ਫਾਇਦਾ ਉਠਾ ਸਕਦੇ ਹਨ।,"In the official note, it has been said that many flaws have been found in Android. Attackers can exploit these flaws to collect sensitive information and take control of the target system.",FALSE,
47,"ਰਾਸ਼ਟਰਪਤੀ ਦ੍ਰੋਪਦੀ ਮੁਰਮੂ ਨੇ ਰਾਸ਼ਟਰ ਨੂੰ ਸੰਬੋਧਿਤ ਕੀਤਾ, ਕਿਹਾ- ਭਾਰਤ ਨੇ ਚੁਣੌਤੀਆਂ ਨੂੰ ਮੌਕਿਆਂ ਵਿੱਚ ਬਦਲ ਦਿੱਤਾ ਹੈ
","President Draupadi Murmu addressed the nation, said- India has turned challenges into opportunities",FALSE,
48,"ਮਣੀਪੁਰ ਵਿੱਚ ਪਿਛਲੇ ਦਿਨਾਂ ਵਿੱਚ ਔਰਤਾਂ ਨਾਲ ਹੋਈ ਅਸ਼ਲੀਲਤਾ ਦੇਸ਼ ਲਈ ਸ਼ਰਮ ਵਾਲੀ ਗੱਲ ਹੈ। ਇਹ ਘਟਨਾ ਉਸ ਸਮੇਂ ਹੋਰ ਵੀ ਸ਼ਰਮਨਾਕ ਹੋ ਜਾਂਦੀ ਹੈ ਜਦੋਂ ਪੀੜਤ ਔਰਤਾਂ ਵਲੋਂ ਪੁਲਿਸ 'ਤੇ ਦੋਸ਼ ਲਗਾਇਆ ਜਾਂਦਾ ਹੈ ਕਿ ਉਨ੍ਹਾਂ ਨੂੰ ਪੁਲਿਸ ਨੇ ਭੀੜ ਦੇ ਹਵਾਲੇ ਕਰ ਦਿੱਤਾ ਸੀ। ਇਸ ਘਟਨਾ ਨੂੰ ਲੈ ਕੇ ਦੇਸ਼ ਭਰ 'ਚ ਪ੍ਰਦਰਸ਼ਨ ਕੀਤੇ ਜਾ ਰਹੇ ਹਨ ਤਾਂ ਜੋ ਪੀੜਤਾਂ ਨੂੰ ਇਨਸਾਫ ਮਿਲ ਸਕੇ ਅਤੇ ਅਜਿਹਾ ਹੀ ਕੁਝ ਪਠਾਨਕੋਟ 'ਚ ਵੀ ਦੇਖਣ ਨੂੰ ਮਿਲਿਆ, ਜਿੱਥੇ ਇਸਾਈ ਭਾਈਚਾਰੇ ਨੇ ਮਨੀਪੁਰ 'ਚ ਵਾਪਰੀ ਘਟਨਾ ਦੇ ਵਿਰੋਧ 'ਚ ਰੋਸ ਪ੍ਰਦਰਸ਼ਨ ਕਰਦੇ ਹੋਏ ਸ਼ਹਿਰ ਭਰ ਵਿੱਚ ਰੋਸ ਰੈਲੀ ਕੱਢੀ ਅਤੇ ਕੇਂਦਰ ਅਤੇ ਮਣੀਪੁਰ ਸਰਕਾਰ ਨੂੰ ਕੋਸਿਆ।","The indecency with women in Manipur in recent days is a matter of shame for the country. The incident becomes even more shameful when the victim women accuse the police that they were handed over to the mob by the police. Demonstrations are being held across the country regarding this incident so that the victims can get justice and something similar was seen in Pathankot, where the Christian community protested against the incident in Manipur. A protest rally was held across the city and slammed the Center and the Manipur government.",FALSE,
49,ਭਾਰਤੀ ਏਅਰਟੈੱਲ ਨੇ ਆਪਣੇ ਗਾਹਕਾਂ ਲਈ 99 ਰੁਪਏ ਦਾ ਨਵਾਂ ਪਲਾਨ ਪੇਸ਼ ਕੀਤਾ ਹੈ। ਇਹ ਪਲਾਨ ਅਸਲ ਵਿੱਚ ਇੱਕ ਅਸੀਮਤ ਡੇਟਾ ਪੈਕ ਹੈ। ਏਅਰਟੈੱਲ ਦਾ ਇਹ ਰਣਨੀਤਕ ਕਦਮ ਉਪਭੋਗਤਾਵਾਂ ਨੂੰ ਇੱਕ ਕਿਫਾਇਤੀ ਟੈਰਿਫ ਵਿਕਲਪ ਦੀ ਪੇਸ਼ਕਸ਼ ਦੇ ਨਾਲ ਔਸਤ ਆਮਦਨ ਪ੍ਰਤੀ ਉਪਭੋਗਤਾ  ਨੂੰ ਵਧਾਉਣ ਦੇ ਦੋਹਰੇ ਉਦੇਸ਼ਾਂ ਦੇ ਅਨੁਸਾਰ ਹੈ।,Bharti Airtel has introduced a new plan of Rs 99 for its customers. This plan is basically an unlimited data pack. This strategic move by Airtel is in line with the twin objectives of increasing average revenue per user while offering users an affordable tariff option.,FALSE,
50,"ਸਾਈਬਰ ਅਪਰਾਧੀ ਆਮ ਤੌਰ 'ਤੇ ਫਿਸ਼ਿੰਗ ਹਮਲਿਆਂ ਅਤੇ ਮਾਲਵੇਅਰ ਵਾਇਰਸਾਂ ਲਈ ਖਤਰਨਾਕ ਲਿੰਕਾਂ ਦੀ ਵਰਤੋਂ ਕਰਦੇ ਹਨ। ਇਨ੍ਹਾਂ ਲਿੰਕਾਂ 'ਤੇ ਕਲਿੱਕ ਕਰਨ ਨਾਲ, ਬੈਂਕ ਖਾਤੇ ਵਿੱਚੋਂ ਪੈਸੇ ਗਾਇਬ ਹੋਣ ਜਾਂ ਸੰਵੇਦਨਸ਼ੀਲ ਜਾਣਕਾਰੀ ਦੇ ਚੋਰੀ ਹੋਣ ਦਾ ਖ਼ਤਰਾ ਰਹਿੰਦਾ ਹੈ। ਇਹ ਲਿੰਕ ਸੋਸ਼ਲ ਮੀਡੀਆ, ਸੰਦੇਸ਼ਾਂ ਜਾਂ ਈ-ਮੇਲਾਂ 'ਤੇ ਕਿਤੇ ਵੀ ਆ ਸਕਦੇ ਹਨ। ","Cybercriminals commonly use malicious links for phishing attacks and malware viruses. By clicking on these links, there is a risk of money disappearing from a bank account or sensitive information being stolen. These links can appear anywhere on social media, messages or e-mails.",FALSE,
51,ਇੱਕ ਅਧਿਕਾਰੀ ਨੇ ਦੱਸਿਆ ਕਿ ਸ਼ਿਮਲਾ ਦੇ ਸਮਰ ਹਿੱਲ ਖੇਤਰ ਵਿੱਚ ਬੁੱਧਵਾਰ ਨੂੰ ਇੱਕ ਵੱਡੇ ਢਿੱਗਾਂ ਡਿੱਗਣ ਦੀ ਸੂਚਨਾ ਮਿਲੀ ਹੈ। ਘਟਨਾ ਦੀ ਸੂਚਨਾ ਮਿਲਣ ਤੋਂ ਬਾਅਦ ਤਲਾਸ਼ੀ ਅਤੇ ਬਚਾਅ ਮੁਹਿੰਮ ਚਲਾਈ ਗਈ। ਇਸ ਘਟਨਾ ਵਿੱਚ ਕਿਸੇ ਜਾਨੀ ਜਾਂ ਜ਼ਖਮੀ ਹੋਣ ਦੀ ਤੁਰੰਤ ਕੋਈ ਰਿਪੋਰਟ ਨਹੀਂ ਹੈ।,"A major landslide was reported in Shimla's Summer Hill area on Wednesday, an official said. A search and rescue operation was launched after the incident was reported. There were no immediate reports of casualties or injuries in the incident.",FALSE,